camis,dba,boro,building,street,zipcode,phone,cuisine_description,latitude,longitude
40423571,ARTUSO PASTRY SHOP,BRONX,670,EAST  187 STREET,10458,7183672515,Bakery Products/Desserts,40.854310632862,-73.885040241969
40423654,THE HUNGARIAN PASTRY SHOP,MANHATTAN,1030,AMSTERDAM AVENUE,10025,2128664230,Eastern European,40.803472115272,-73.963510698204
40423705,ZARO'S BAKERY,MANHATTAN,89,EAST   42 STREET,10017,2123767619,American,40.752093933162,-73.977604354379
40423819,ALFONSO'S PASTRY SHOPPE,STATEN ISLAND,1899,VICTORY BOULEVARD,10314,7182738802,Bakery Products/Desserts,40.612741882335,-74.127216633526
40423830,CHAMPION BAKERY,BRONX,3978,WHITE PLAINS ROAD,10466,7187981203,Caribbean,40.887983064438,-73.860341209045
40423976,O.B'S BAKERY,QUEENS,165-76,BAISLEY BOULEVARD,11434,7189784247,Bakery Products/Desserts,40.679421505016,-73.777748463201
40424328,AMPARO JARAMILLO AND ADOLFO ZABELETA,QUEENS,45-38,46 STREET,11377,,,40.742024397826,-73.918936804464
40424337,BAGEL WORKS,MANHATTAN,1229,FIRST AVENUE,10065,2127446444,Bagels/Pretzels,40.76422872594,-73.9586155284
40424410,HIGHWAY BAGELS,BROOKLYN,1921,KINGS HIGHWAY,11229,7183369200,Bagels/Pretzels,40.610379811121,-73.954360538415
40424437,CAPRI BAKERY,MANHATTAN,186,EAST  116 STREET,10029,2124101876,Bakery Products/Desserts,40.798134944581,-73.940506490517
40424488,RENATO'S PASTRY SHOP,STATEN ISLAND,1646,FOREST AVENUE,10302,7184426838,Bakery Products/Desserts,40.624895772441,-74.143497472352
40424515,PASTICCERIA LA TORRE,QUEENS,158-12,CROSSBAY BOULEVARD,11414,7188432306,Bakery Products/Desserts,40.660446614126,-73.840202723534
40424633,MANNA HOUSE,MANHATTAN,125,MOTT STREET,10013,2129663766,Chinese,40.718151578241,-73.996933671778
40424709,THE CAKE CHEF,STATEN ISLAND,957,JEWETT AVENUE,10314,7184481290,Bakery Products/Desserts,40.613056296991,-74.130750549472
40424723,NITA'S EUROPEAN BAKERY,QUEENS,40-10,GREENPOINT AVENUE,11104,7187844047,Bakery Products/Desserts,40.739591120756,-73.924922854533
40424765,FRANCO BAKERY,BRONX,527,EAST  138 STREET,10454,7189934200,Bakery Products/Desserts,40.80712400336,-73.918210614421
40424780,MANNA ONE BAKERY,MANHATTAN,27,CATHERINE STREET,10038,2126087551,Bakery Products/Desserts,40.712623617937,-73.997067391413
40424894,AMY'S BREAD,MANHATTAN,672,9 AVENUE,10036,2129772670,Bakery Products/Desserts,40.761342818565,-73.990488194721
40424933,CREATIVE CAKES,MANHATTAN,400,EAST   74 STREET,10021,2127949811,American,40.76896470072,-73.954706328565
40425000,PATMAR BAKE SHOP,QUEENS,205-07,LINDEN BOULEVARD,11412,7183410900,Caribbean,40.695824284574,-73.747253254218
40425021,BAGEL BAZAAR,BROOKLYN,2208,86 STREET,11214,7189967440,Bagels/Pretzels,40.601778331986,-73.993561174222
40425029,VITO'S BAKERY,BROOKLYN,1916,AVENUE U,11229,7183323577,Bakery Products/Desserts,40.599270814209,-73.952286784458
40425060,APOLLO BAKERY,QUEENS,135-36,39 AVENUE,11354,7189610596,Bakery Products/Desserts,40.759904894823,-73.831585030599
40425131,BAKER'S DOZEN BAGEL,QUEENS,81-09,LEFFERTS BOULEVARD,11415,7188471930,Bagels/Pretzels,40.709088736239,-73.830065534318
40425143,BAGEL SHOPPE,QUEENS,215-03,73 AVENUE,11364,7184236692,Bagels/Pretzels,40.740578658384,-73.759081680593
40482586,BOOTH THEATRE,MANHATTAN,220,WEST   45 STREET,10036,2125867610,American,40.75855654221,-73.986961974183
40482591,MAJESTIC THEATRE,MANHATTAN,245,WEST   44 STREET,10036,2125867610,American,40.75808178794,-73.98777062143
40482592,BERNARD B. JACOBS THEATRE,MANHATTAN,242,WEST   45 STREET,10036,2125867610,American,40.758696562158,-73.987294034409
40482593,SHUBERT THEATRE,MANHATTAN,225,WEST   44 STREET,10036,2125867610,American,40.757955496709,-73.987471047157
40482596,BROADHURST THEATRE,MANHATTAN,235 WEST,44th Street,10036,2125867610,American,40.758018642617,-73.987622638957
40482597,BROADWAY THEATRE,MANHATTAN,1681,BROADWAY,10019,2125867610,American,40.763109574715,-73.982979371412
40482598,IMPERIAL THEATRE,MANHATTAN,249,WEST   45 STREET,10036,2125867610,American,40.758721266984,-73.987312077931
40482599,GERALD SCHOENFELD THEATRE,MANHATTAN,236,WEST   45 STREET,10036,2125867610,American,40.758658125508,-73.987203800588
40482600,WINTER GARDEN THEATER,MANHATTAN,1634,BROADWAY,10019,2125867610,American,40.761558925412,-73.983943587158
40483195,THE JOYCE THEATER,MANHATTAN,175,EIGHTH AVENUE,10011,2126919740,American,40.742750205328,-74.000346443073
40483540,WALTER READE THEATER,MANHATTAN,70,LINCOLN CENTER PLAZA,10023,2128755622,American,40.773990001732,-73.984478540062
40483596,GERSHWIN THEATRE,MANHATTAN,222,WEST   51 STREET,10019,2123544624,American,40.762258864807,-73.984131129618
40483597,RICHARD ROGERS THEATRE,MANHATTAN,226,WEST   46 STREET,10036,2123454624,American,40.759047766268,-73.986211066621
40483602,NEDERLANDER THEATRE,MANHATTAN,208,WEST   41 STREET,10036,2123544624,American,40.755608788025,-73.988038178826
40483694,MINSKOFF THEATRE,MANHATTAN,200,WEST   45 STREET,10036,2123544624,American,40.758032145021,-73.985716760669
40483695,MARQUIS THEATRE,MANHATTAN,1535,BROADWAY,10036,2123544624,American,40.75825992874,-73.985467647469
40483696,LENA HORNE THEATRE,MANHATTAN,256,WEST   47 STREET,10036,2123544624,American,40.759928854034,-73.986380540186
40483697,LUNT-FONTANNE THEATRE,MANHATTAN,205,WEST   46 STREET,10036,2123544624,American,40.758891264392,-73.985795988251
40483729,CAFE MADISON,MANHATTAN,51,MADISON AVENUE,10010,2125765357,Coffee/Tea,40.743015641993,-73.986402054932
40510286,ROYS REST & SPORTS BAR,QUEENS,111-01,LIBERTY AVENUE,11419,7186412254,Bottled Beverages,40.6847988331,-73.830996632665
40510335,DEVON & BLAKELY,MANHATTAN,250,PARK AVENUE,10177,2126610101,American,40.755011197611,-73.975567640574
40510341,THE MUFFIN CAFE,MANHATTAN,222,COLUMBUS AVENUE,10023,2128751173,Bakery Products/Desserts,40.776286601988,-73.979621736879
40510389,ZARO'S BREAD BASKET,MANHATTAN,1,PENNSYLVANIA STATION (AMTRACK),10121,2122920405,Bakery Products/Desserts,40.750059234828,-73.992106724456
40510439,LA ISLA,MANHATTAN,1883,THIRD AVENUE,10029,2125340002,Latin American,40.790339613959,-73.945554959121
40510647,ROTI CORNER RESTAURANT,QUEENS,180-18,HILLSIDE AVENUE,11432,7186577908,Caribbean,40.713034345317,-73.782170176262
40510804,WOODROW DINER,STATEN ISLAND,655,ROSSVILLE AVENUE,10309,7186054031,American,40.542592288455,-74.208331211757
40510827,TAJIN,MANHATTAN,85,GREENWICH STREET,10006,2125095017,Mexican,40.707717935637,-74.013684495755
40511696,GEMINI'S LOUNGE,QUEENS,107-23,LIBERTY AVENUE,11417,7183230502,Caribbean,40.68363928819,-73.833898466949
40512002,RAINBOW FALAFEL,MANHATTAN,26,EAST   17 STREET,10003,2126918641,Middle Eastern,40.73731520658,-73.990809184838
40512074,ALFONSO'S PASTRY SHOPPE,STATEN ISLAND,4366,AMBOY ROAD,10312,7189848011,Bakery Products/Desserts,40.545125402333,-74.160923690384
40512172,THE ASTORIA WORLD MANOR,QUEENS,25-22,ASTORIA BOULEVARD,11102,7182787766,American,40.771214581318,-73.922410378619
40512204,STARBUCKS COFFEE,MANHATTAN,38,PARK ROW,10038,2126088073,Coffee/Tea,40.711802776132,-74.006658706681
40512258,BLUE RIBBON SUSHI,MANHATTAN,119,SULLIVAN STREET,10012,2123430404,Japanese,40.726053772095,-74.002695082161
40512425,MCDONALD'S,BROOKLYN,5713,CHURCH AVENUE,11203,7189226085,Hamburgers,40.652525984176,-73.923511182349
40512445,BELLA BLU,MANHATTAN,967,LEXINGTON AVENUE,10021,2129884624,Italian,40.769283327591,-73.963020460881
40512520,CHELSEA RISTORANTE,MANHATTAN,108,8 AVENUE,10011,2129247786,Italian,40.740675150524,-74.001833203947
40512610,WHITE CASTLE,BRONX,1831,WEBSTER AVENUE,10457,7182941205,Hamburgers,40.846264852237,-73.901756444945
40512617,ZARO'S BREAD BASKET,MANHATTAN,89,EAST   42 STREET,10017,2122920163,Bakery Products/Desserts,40.752093933162,-73.977604354379
40512788,ELIAS CORNER FOR FISH,QUEENS,24-02,31 STREET,11102,7189321510,Seafood,40.772153948051,-73.915567603962
40512852,DOC WATSONS,MANHATTAN,1490,2 AVENUE,10075,2129885300,American,40.772415250053,-73.955707662814
40512865,CONNOLLY'S PUB,MANHATTAN,14,EAST   47 STREET,10017,2128673767,Pizza,40.756282459109,-73.977718445279
40513021,BLUE MOUNTAIN RESTAURANT & JERK CENTER,BROOKLYN,169597,UTICA AVENUE,,7183382968,Caribbean,0.0,0.0
40513031,NINA'S GREAT BURRITO BAR,MANHATTAN,522,COLUMBUS AVENUE,10024,2127245151,Mexican,40.785957643232,-73.972566222568
40513133,EL CONTINENTAL,BROOKLYN,672,FIFTH AVENUE,11215,7188321327,Latin American,40.661993327407,-73.992758767975
40513164,MCGEE'S PUB,MANHATTAN,240,WEST   55 STREET,10019,2129573536,Irish,40.764945783499,-73.982751471017
40513184,ACE BAR,MANHATTAN,531,EAST    5 STREET,10009,2129798476,American,40.724504576151,-73.983552084448
40513217,B66 CLUB,BROOKLYN,6612,NEW UTRECHT AVENUE,11219,7183310074,Russian,40.622765123659,-73.997961115377
40513414,PADDY MAGUIRE'S ALE HOUSE,MANHATTAN,237,THIRD AVENUE,10003,2122530031,Bottled Beverages,40.736727169718,-73.98466045966
40513416,BURGER KING,STATEN ISLAND,950,JEWETT AVENUE,10314,7187208498,Hamburgers,40.612913560092,-74.130757472302
40513609,SKYLIGHT DINER,MANHATTAN,402,WEST   34 STREET,10001,2122440395,American,40.753479426313,-73.99656027467
40513633,ARTE CAFE / EL COCO,MANHATTAN,104,WEST   73 STREET,10023,2125017014,Italian,40.778295614213,-73.978805097887
40513662,RICOS TACOS,BROOKLYN,505,51 STREET,11220,7186334816,Mexican,40.644308459166,-74.01050041606
40513798,SOHO GRAND HOTEL,MANHATTAN,310,WEST BROADWAY,10013,2129653000,American,40.721706010857,-74.004347203917
40514147,CREATIVE EDGE CATERERS,MANHATTAN,110,BARROW STREET,10014,2127413000,American,40.731847689049,-74.00850089398
40514378,THE BANK OF NEW YORK,MANHATTAN,48,WALL ST FL 6TH,10005,2124951051,,40.706324023976,-74.009395720368
40515124,RENEE'S KITCHENETTE,QUEENS,69-14,ROOSEVELT AVENUE,11377,7184769002,Filipino,40.746342714386,-73.896097517061
40515448,FREDDIE & PEPPER'S,MANHATTAN,303,AMSTERDAM AVENUE,10023,2127992378,Pizza,40.780099223028,-73.980530490718
40515702,STARBUCKS,MANHATTAN,78,SPRING STREET,10012,2122192961,Coffee/Tea,40.722595377766,-73.997857034258
40516509,CAMPUS CENTER CAFETERIA (1C),STATEN ISLAND,2800,VICTORY BOULEVARD,10314,7189823026,American,40.608845221944,-74.153334607833
40516511,CYBER CAFE,STATEN ISLAND,2800,VICTORY BOULEVARD,10314,7189823026,Coffee/Tea,40.608845221944,-74.153334607833
40516693,DEE'S BRICK OVEN PIZZA,QUEENS,104-02,METROPOLITAN AVENUE,11375,7187937553,,40.71013615977,-73.848902296309
40517120,BLUE BAY DINER,QUEENS,58-50,FRANCIS LEWIS BOULEVARD,11364,7182256333,American,40.744167702635,-73.776145833857
40520604,STARBUCKS,QUEENS,70-00,AUSTIN STREET,11375,7182684719,Coffee/Tea,40.720884659438,-73.846810679703
40521003,TOPAZE RESTAURANT & JERK CHICKEN,BROOKLYN,1875,UTICA AVENUE,11234,7184447070,Caribbean,40.62657677588,-73.927687487521
40521343,MCDONALD'S,STATEN ISLAND,803,FOREST AVENUE,10310,7185412661,Hamburgers,40.629011555919,-74.11561493311
40522190,KING'S CARRIAGE HOUSE,MANHATTAN,251,EAST   82 STREET,10028,2127345490,Coffee/Tea,40.775757979449,-73.95472696418
40523865,POPEYES,MANHATTAN,2730,FREDRICK DOUGLAS BOULEVARD,10039,2126949293,Chicken,40.822926167108,-73.941831944483
40523972,STARBUCKS,MANHATTAN,24,STATE STREET,10004,2124821180,Coffee/Tea,40.703526585057,-74.014386928913
40524888,SISTERS CUISINE,MANHATTAN,1931,MADISON AVENUE,10035,2124103000,Caribbean,40.805043653834,-73.940850672434
40525767,CAPRI II PIZZA,BRONX,149,DREISER LOOP,10475,7186713822,Pizza,40.87645270534,-73.829950735851
40526104,AMY'S BREAD,MANHATTAN,75,NINTH AVENUE,10011,2124624338,Bakery Products/Desserts,40.741869040229,-74.004713006739
40526406,CLUB MACANUDO (CIGAR BAR),MANHATTAN,26,EAST   63 STREET,10065,2127528200,American,40.765983254012,-73.969365151136
40528073,GRAND PLAZA,STATEN ISLAND,23,NELSON AVENUE,10308,7189674034,American,40.54937182635,-74.150682390109
40528180,"BOBBY VAN'S , LEA WINE BAR",MANHATTAN,230,PARK AVENUE,10169,2128675490,Steakhouse,40.75450075314,-73.975950427165
40528441,SWIFT HIBERNIAN LOUNGE,MANHATTAN,34,EAST    4 STREET,10003,2122279438,Irish,40.727467103523,-73.992354751418
40529203,DRAGON CITY,BRONX,2102,BARTOW AVENUE,10475,7186718787,Chinese,40.869400497098,-73.825622781784
40529979,ROMEO'S PIZZERIA,QUEENS,188-08,UNION TURNPIKE,11366,7184544223,Pizza,40.729248194919,-73.780969608427
40530159,MONA'S,MANHATTAN,224,AVENUE B,10009,2123533780,American,40.729062760323,-73.978304867787
40530583,CORNER GOURMET,MANHATTAN,66,WEST BROADWAY,10007,2124062200,American,40.71464337504,-74.009934378528
40530630,NACIONAL BAKERY #1,BRONX,1484,WESTCHESTER AVENUE,10472,7188930168,Bakery Products/Desserts,40.828442600629,-73.880759806767
40530791,TAP-A-KEG,MANHATTAN,2731,BROADWAY,10025,2127491734,American,40.800190758375,-73.968081567887
40532870,STARBUCKS,MANHATTAN,124,8 AVENUE,10011,2124622020,Coffee/Tea,40.741199405728,-74.001450696472
40533002,DESEOS LOUNGE,QUEENS,52-15,ROOSEVELT AVENUE,11377,7184585600,Latin American,40.744245473857,-73.912239646968
40534912,BROOKLYN MOON,BROOKLYN,745,FULTON STREET,11217,7188557149,Caribbean,40.686474196957,-73.9748284361
40534973,LIMITLESS FITNESS,QUEENS,157-05,CROSSBAY BOULEVARD,11414,7188454653,"Juice, Smoothies, Fruit Salads",40.662220325361,-73.84062017463
40535136,DON PACO LOPEZ PANDERIA,BROOKLYN,470305,4 AVENUE,,7184927443,Mexican,0.0,0.0
40535336,DYKER PARK BAGELS,BROOKLYN,713,86 STREET,11228,7188366336,Sandwiches,40.618673385958,-74.021547451245
40535383,ADRIA HOTEL,QUEENS,221-17,NORTHERN BOULEVARD,11361,7186315900,American,40.761726444713,-73.760069791107
40535399,VON,MANHATTAN,3,BLEECKER STREET,10012,2124733039,American,40.725304235874,-73.992477666845
40535467,CHIU HONG BAKERY,MANHATTAN,161,MOTT STREET,10013,2129667664,Bakery Products/Desserts,40.719573348644,-73.996280644592
40535659,ANTONIO'S PIZZERIA,BROOKLYN,318,FLATBUSH AVENUE,11238,7183982033,Pizza,40.677037093813,-73.972369651547
40535738,NEIL SIMON THEATRE,MANHATTAN,250,WEST   52 STREET,10019,2123544624,American,40.763063073345,-73.984091228514
40536227,JADE ISLAND RESTAURANT,STATEN ISLAND,2845,RICHMOND AVENUE,10314,7187618080,Chinese,40.576546043057,-74.16975073491
40536280,TRINITY PUBLIC HOUSE,MANHATTAN,229,EAST   84 STREET,10028,2123274450,Irish,40.77717679085,-73.954155512284
40536414,LA CABANA,BROOKLYN,106264,FLATBUSH AVENUE,,7182870248,Latin American,0.0,0.0
40536534,CASSIDY'S ALE HOUSE,QUEENS,75-02,31 AVENUE,11370,7184246549,American,40.758550730751,-73.892374905637
40536616,RIAZOR BLUES,QUEENS,89-05,NORTHERN BOULEVARD,11372,7184248067,Tapas,40.756258933279,-73.878694933247
40537290,NORA'S PARK BENCH CAFE,BROOKLYN,3019,QUENTIN ROAD,11234,7183760033,American,40.611929998452,-73.940997229209
40537494,810 DELI & CAFE,MANHATTAN,810,7 AVENUE,10019,2125414136,American,40.762631860167,-73.9821456155
40537686,BULL MCCABE'S,MANHATTAN,29,ST MARKS PLACE,10003,2129829895,Irish,40.728888555357,-73.988349676108
40537963,NEW RUAN'S RESTAURANT,BROOKLYN,1955,86 STREET,11214,7182668888,Chinese,40.60514087309,-73.999132083072
40538061,COSMOS RESTAURANT,BRONX,726,EAST TREMONT AVENUE,10457,7182991925,American,40.844989166896,-73.890304453456
40538189,EDWARD'S,MANHATTAN,136,WEST BROADWAY,10013,2122336436,American,40.716806388717,-74.008213985776
40538234,DUNKIN' / BASKIN ROBBINS,QUEENS,99-25,HORACE HARDING EXPRESSWAY,11368,7182719222,Donuts,40.736184743398,-73.858051712626
40538330,GINA'S PIZZERIA,BROOKLYN,3905,5 AVENUE,11232,7184389870,,40.651154353167,-74.004003831122
40538662,MCDONALD'S,MANHATTAN,4040,BROADWAY,10032,2129239582,Hamburgers,40.842549706002,-73.939230553997
40538766,RED EYE GRILL,MANHATTAN,888,7 AVENUE,10106,2125419000,American,40.76500853812,-73.980415789365
40539007,MUSTANG HARRY'S,MANHATTAN,352,SEVENTH AVENUE,10001,2122688930,American,40.748201068465,-73.992662743547
40539661,BAKE AND THINGS RESTAURANT,BROOKLYN,184,EAST   35 STREET,11203,7188261807,Caribbean,40.650633311949,-73.944739631692
40539772,BOWLER LAND,BRONX,2417,HOLLERS AVENUE,10475,7189948700,American,40.88587555189,-73.822809094059
40542345,TOWNE DELI & PIZZA,STATEN ISLAND,5373,ARTHUR KILL ROAD,10307,7182271985,Pizza,40.513368808085,-74.248011994499
40542427,"SAKAGURA, KIOSK",MANHATTAN,211,EAST   43 STREET,10017,2129537253,Japanese,40.751231194054,-73.973457624912
40542546,CUCCIO'S BAKERY,BROOKLYN,320,AVENUE X,11223,7183361944,Bakery Products/Desserts,40.590414238221,-73.971289470632
40543355,FOREST HILLS SPA,QUEENS,59-21,CALLOWAY STREET,11368,7186991919,American,40.737574816684,-73.856825456444
40544267,UNITED CYPRIANS OF AMERICA,QUEENS,28-16,ASTORIA BOULEVARD,11102,9172997903,Mediterranean,40.770705509769,-73.920522784925
40544528,LE GIGOT,MANHATTAN,18,CORNELIA STREET,10014,2126273737,French,40.731510382828,-74.001861816213
40544529,CORATO II PIZZERIA,QUEENS,60-91,MYRTLE AVENUE,11385,7183810915,Pizza,40.700759367744,-73.895029179324
40544576,YONAH SHIMMEL'S KNISH BAKERY,MANHATTAN,137,EAST HOUSTON STREET,10002,2124772858,Jewish/Kosher,40.723347032954,-73.990057103595
40544813,BENNY'S FAMOUS PIZZA,BROOKLYN,4514,13 AVENUE,11219,7184382369,Pizza,40.637122660762,-73.989943893884
40544823,MURRAY'S BAGELS,MANHATTAN,500,AVENUE OF THE AMERICAS,10011,2124622830,Bagels/Pretzels,40.736439967646,-73.997492134944
40544948,ALBA'S PIZZERIA,QUEENS,36-20,DITMARS BOULEVARD,11105,7189325924,Pizza,40.774198457282,-73.907990183943
40544958,CALIENTE CAB CO.,MANHATTAN,61,7 AVENUE SOUTH,10014,2122438517,Mexican,40.731622866008,-74.00392930483
40545227,ARIYOSHI,QUEENS,41-13,QUEENS BOULEVARD,11104,7189373288,Japanese,40.743676878478,-73.92311742455
40545375,POST BILLIARDS CAFE,MANHATTAN,154,POST AVENUE,10034,2125691840,Latin American,40.864912331284,-73.919057588359
40545543,PROHIBITION,MANHATTAN,503,COLUMBUS AVENUE,10024,2125793100,New American,40.78535389631,-73.972981748819
40545555,PC'S BAR AND GRILL,BROOKLYN,7215,5 AVENUE,11209,9177537236,American,40.631502458423,-74.021796595907
40545741,BERK'S BAR,MANHATTAN,21,EAST   52 STREET,10022,2127545031,American,40.759424737802,-73.975414408462
40545786,PASTA PASTA RESTAURANT,BRONX,2023,WILLIAMSBRIDGE ROAD,10461,7188929634,Italian,40.854569974175,-73.854707363094
40546098,CHURRASCARIA PLATAFORMA,MANHATTAN,316,WEST   49 STREET,10019,2122450505,Brazilian,40.762034209369,-73.987484716284
40546234,KURUMAZUSHI,MANHATTAN,7,EAST   47 STREET,10017,2123172802,Japanese,40.756436227556,-73.978039641499
40546306,REBAR,MANHATTAN,223,WEST   19 STREET,10011,6468632914,American,40.742140860176,-73.998614240429
40546650,GIAN PIERO BAKERY,QUEENS,44-17,30 AVENUE,11103,7182748959,Bakery Products/Desserts,40.762289027134,-73.911576837783
40547085,OMONIA CAFE,BROOKLYN,7612,3 AVENUE,11209,7184911435,Mediterranean,40.630576078226,-74.028162250774
40547434,THE BURRITO BAR RESTAURANT,STATEN ISLAND,585,FOREST AVENUE,10310,7188159200,Mexican,40.630132621599,-74.108793422244
40547874,ALIBI CLUB,BROOKLYN,242,DEKALB AVENUE,11205,7742705143,American,40.689467451902,-73.96950140624
40547933,ROMA VIEW CATERING,QUEENS,160-05,CROSS BAY BOULEVARD,11414,5163154282,American,40.657195637346,-73.839377984047
40548426,SPOLINI'S,QUEENS,116-25,METROPOLITAN AVENUE,11418,7188055852,Italian,40.707229937679,-73.835307449363
40548730,RAY'S PIZZA RESTUARANT,BRONX,553,EAST  138 STREET,10454,7182927855,Pizza,40.80696454257,-73.917838746424
40548768,MCDONALD'S,MANHATTAN,4259,BROADWAY,10033,9175210827,Hamburgers,40.850073936845,-73.935858434532
40549443,J.J. GARDEN,QUEENS,75-21,31 AVENUE,11370,7188986686,Chinese,40.758580814687,-73.892259348177
40549610,STARBUCKS #7277,MANHATTAN,304,PARK AVENUE SOUTH,10010,2124759025,Coffee/Tea,40.739999160011,-73.98650732328
40549885,MONTEZUMA RESTAURANT,BRONX,119,WEST KINGSBRIDGE ROAD,10468,7186016400,Mexican,40.868621049983,-73.902168012359
40549913,MCDONALD'S,BRONX,2170,WHITE PLAINS ROAD,10462,7189315822,Hamburgers,40.855581942878,-73.867646601463
40550150,AKIYAMA JAPANESE RESTAURANT,QUEENS,132-16,14 AVENUE,11356,7187470529,Japanese,40.786249815143,-73.835865965584
40550155,PARISI BAKERY & DELI,MANHATTAN,198,MOTT STREET,10012,2122266378,Sandwiches,40.721244887896,-73.995598712081
40550548,GOODY'S BBQ,QUEENS,70-18,AMSTEL BOULEVARD,11692,7183189616,Caribbean,40.592630711621,-73.799786361635
40550765,ARETSKY'S PATROON,MANHATTAN,158160,EAST   46 STREET,,2128837373,American,0.0,0.0
40551093,GINO'S PIZZA,BROOKLYN,218,FLATBUSH AVENUE,11217,7182303932,Pizza,40.681089055222,-73.975317209995
40551234,THE GIN MILL,MANHATTAN,442,AMSTERDAM AVENUE,10024,2125809080,American,40.784654906846,-73.977235864784
40551807,DUNKIN' / BASKIN ROBBINS,QUEENS,36-02,31 STREET,11106,7183831000,Donuts,40.756312662713,-73.929975311835
40551900,KILLMEYER'S OLD BAVARIA INN.,STATEN ISLAND,4256,ARTHUR KILL ROAD,10309,7189841202,German,40.538574873105,-74.237413449176
40553257,ACAPULCO,BROOKLYN,1116,MANHATTAN AVENUE,11222,7183498429,Mexican,40.736678320215,-73.955312929879
40553657,LENNY'S PIZZERIA,BROOKLYN,594,5 AVENUE,11215,7187888928,Pizza,40.664364639784,-73.990368709566
40554018,LA BELLA ROSA BAKERY,BRONX,605,EAST TREMONT AVENUE,10457,7182992224,Bakery Products/Desserts,40.846345017107,-73.893164834798
40554183,BARROW'S PUB,MANHATTAN,463,HUDSON STREET,10014,2127419349,Irish,40.731499225499,-74.00666068247
40554360,BIRDLAND,MANHATTAN,315,WEST   44 STREET,10036,2125813080,American,40.758834027381,-73.989546433937
40554463,EL GAUCHITO,QUEENS,94-60,CORONA AVENUE,11373,7182718198,Latin American,40.742286205323,-73.869478435952
40556572,ORIENTAL STAR RESTAURANT,QUEENS,112-17,FARMERS BOULEVARD,11412,7182176842,Chinese,40.700347407474,-73.763858361805
40557466,KENNEDY FRIED CHICKEN,BRONX,696,ALLERTON AVENUE,10467,3473468238,Chicken,40.865410742505,-73.867569116686
40557901,LA ISLA CUCHIFRITOS,BRONX,15221524,WESTCHESTER AVENUE,,7188937591,Latin American,0.0,0.0
40557912,KISMAT INDIAN CUISINE,MANHATTAN,603,FORT WASHINGTON AVENUE,10040,2127958633,Indian,40.855234584885,-73.936851153613
40558850,DECHERT (THE DECH),MANHATTAN,1095,AVENUE OF THE AMERICAS,10036,2126983880,American,40.754680600627,-73.98424122485
40559439,MANHATTAN PENTHOUSE,MANHATTAN,80,5 AVENUE,10011,2127224422,American,40.735800295966,-73.993771894425
40559606,THAI SON VIETNAMESE CUISINE,MANHATTAN,89,BAXTER STREET,10013,2127322822,Southeast Asian,40.716897259821,-73.999696980348
40559634,TICK TOCK DINER/ BUTCHER AND THE BANKER,MANHATTAN,481,8 AVENUE,10001,2122688444,American,40.752288062254,-73.9934021983
40559636,TRATTORIA BIANCA,MANHATTAN,481,8 AVENUE,10001,2122688460,Italian,40.752288062254,-73.9934021983
40559892,QUALITY MEATS,MANHATTAN,57,WEST   58 STREET,10019,2123717777,Steakhouse,40.764513543649,-73.975528041654
40560112,MALECON,MANHATTAN,764,AMSTERDAM AVENUE,10025,2128645648,Latin American,40.794935011752,-73.969734608779
40560302,SERAFINA FABULOUS PIZZA,MANHATTAN,1022,MADISON AVENUE,10075,2127342676,Italian,40.775996787348,-73.96236681198
40560440,STARBUCKS COFFEE,MANHATTAN,684,6 AVENUE,10010,2126911948,Coffee/Tea,40.741918358875,-73.993504273784
40560823,LENA'S RESTAURANT,BRONX,206,EAST  198 STREET,10458,7182955330,Latin American,40.869889614104,-73.890545243455
40560927,IGGY'S,MANHATTAN,1452,2 AVENUE,10021,2123273043,American,40.771218870605,-73.956582161714
40560931,ETHEL BARRYMORE THEATRE,MANHATTAN,243,WEST   47 STREET,10036,2125867610,American,40.759830009406,-73.986102612727
40560935,MUSIC BOX THEATRE,MANHATTAN,239,WEST   45 STREET,10036,2127687220,American,40.758652629536,-73.987146047296
40560941,LYCEUM THEATRE,MANHATTAN,149,WEST   45 STREET,10036,2125867610,American,40.757362210654,-73.984096204909
40560945,AMBASSADOR THEATRE,MANHATTAN,219,WEST   49 STREET,10019,2125867610,American,40.761004627373,-73.985001385348
40560949,CORT THEATRE,MANHATTAN,138,WEST   48 STREET,10105,2125867610,American,40.759135098729,-73.982540010809
40560953,GOLDEN THEATRE,MANHATTAN,252,WEST   45 STREET,10036,2125867610,American,40.758756963537,-73.987445628253
40561290,TOTONNO'S PIZZERIA,BROOKLYN,1524,NEPTUNE AVENUE,11224,7183728606,Pizza,40.579110856005,-73.983429632161
40561340,SUGAR BAR,MANHATTAN,254,WEST   72 STREET,10023,2125790222,American,40.779322902488,-73.983357952919
40562839,JEAN-GEORGES,MANHATTAN,1,CENTRAL PARK WEST,10023,2122993900,New French,40.768522020993,-73.981588061988
40563041,RAY'S CANDY STORE,MANHATTAN,113,AVENUE A,10009,9173407855,American,40.726195335625,-73.98343621331
40563475,MAMOUN'S FALAFEL,MANHATTAN,119,MACDOUGAL STREET,10012,2126748685,Middle Eastern,40.730206634013,-74.000317512808
40564625,WAKAMBA,MANHATTAN,543,8 AVENUE,10018,2125642042,American,40.754253219151,-73.991969068086
40564701,DOMINO'S,MANHATTAN,943,1 AVENUE,10022,3474762809,Pizza,40.755033261103,-73.96532040323
40564858,MURPHY'S LAW,MANHATTAN,417,EAST   70 STREET,10021,2126283724,Irish,40.766242540347,-73.95635437449
